Year,LocationAbbr,LocationDesc,TopicDesc,Gender,Race,Age,Education
2016-2017,ME,Maine,E-  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,SD,South Dakota,E-  Adults,Overall,All Races,All Ages,All Grades
2012,CA,California,  Adults,Overall,All Races,25 to 44 Years,All Grades
2015,CO,Colorado,  Adults,Overall,All Races,18 to 24 Years,All Grades
2019,WI,Wisconsin,  Adults,Overall,All Races,All Ages,All Grades
2011,AZ,Arizona,  Adults,Female,All Races,All Ages,All Grades
2019,AZ,Arizona,  Adults,Overall,White,All Ages,All Grades
2013,WV,West Virginia,  Adults,Male,All Races,All Ages,All Grades
2018,KS,Kansas,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2015,NE,Nebraska,  Adults,Male,All Races,All Ages,All Grades
2016,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2019,CT,Connecticut,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,NV,Nevada,  Adults,Overall,All Races,All Ages,All Grades
2011,LA,Louisiana,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2012-2013,UT,Utah,  Adults,Overall,African American,All Ages,All Grades
2016,WY,Wyoming,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2013-2014,KS,Kansas,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,GU,Guam,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2015,MI,Michigan, Adults,Overall,All Races,All Ages,All Grades
2014,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2012,MS,Mississippi,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2017,SD,South Dakota,E-  Adults,Female,All Races,All Ages,All Grades
2018,RI,Rhode Island,  Adults,Female,All Races,All Ages,All Grades
2016,LA,Louisiana,E-  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2017,MD,Maryland,  Adults,Male,All Races,All Ages,All Grades
2012,DC,District of Columbia,  Adults,Overall,All Races,25 to 44 Years,All Grades
2016,MD,Maryland,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,GU,Guam,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2014,OR,Oregon,  Adults,Overall,All Races,All Ages,All Grades
2014,CT,Connecticut,  Adults,Female,All Races,All Ages,All Grades
2014,UT,Utah,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2017,MA,Massachusetts,  Adults,Overall,White,All Ages,All Grades
2016,MS,Mississippi,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2016,WV,West Virginia,  Adults,Overall,All Races,25 to 44 Years,All Grades
2014,GA,Georgia,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2011,IN,Indiana,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2013,GA,Georgia,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2013-2014,SC,South Carolina,  Adults,Overall,Hispanic,All Ages,All Grades
2011-2012,AZ,Arizona,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,VA,Virginia,  Adults,Overall,All Races,All Ages,All Grades
2016,NM,New Mexico,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,MT,Montana,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2019,VA,Virginia,  Adults,Overall,All Races,18 to 24 Years,All Grades
2017,AL,Alabama,  Adults,Overall,All Races,All Ages,All Grades
2019,SD,South Dakota,  Adults,Overall,All Races,All Ages,All Grades
2018,AL,Alabama, Adults,Female,All Races,All Ages,All Grades
2011,NH,New Hampshire, Adults,Male,All Races,All Ages,All Grades
2012,PR,Puerto Rico,  Adults,Male,All Races,All Ages,All Grades
2019,NJ,New Jersey,  Adults,Female,All Races,All Ages,All Grades
2017,OH,Ohio,  Adults,Male,All Races,All Ages,All Grades
2014-2015,AZ,Arizona,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,HI,Hawaii,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2012,AR,Arkansas,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,DC,District of Columbia,  Adults,Male,All Races,All Ages,All Grades
2011,AL,Alabama,  Adults,Overall,All Races,All Ages,All Grades
2016,ME,Maine,  Adults,Overall,All Races,All Ages,All Grades
2016,MT,Montana,  Adults,Male,All Races,All Ages,All Grades
2019,MN,Minnesota,  Adults,Male,All Races,All Ages,All Grades
2011,NV,Nevada,  Adults,Female,All Races,All Ages,All Grades
2018,ME,Maine,  Adults,Overall,White,All Ages,All Grades
2011,OH,Ohio,  Adults,Overall,All Races,All Ages,All Grades
2013,AL,Alabama,  Adults,Overall,All Races,All Ages,All Grades
2014,ID,Idaho,  Adults,Female,All Races,18 to 44 Years,All Grades
2014,OR,Oregon,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,WA,Washington,  Adults,Female,All Races,All Ages,All Grades
2019,MT,Montana,  Adults,Female,All Races,All Ages,All Grades
2012,ND,North Dakota,  Adults,Overall,All Races,45 to 64 Years,All Grades
2018,MI,Michigan, Adults,Female,All Races,All Ages,All Grades
2012,IN,Indiana, Adults,Male,All Races,All Ages,All Grades
2015,AZ,Arizona,  Adults,Male,All Races,All Ages,All Grades
2018,NJ,New Jersey,  Adults,Female,All Races,All Ages,All Grades
2011,ID,Idaho,  Adults,Overall,All Races,All Ages,All Grades
2017,KS,Kansas,  Adults,Female,All Races,All Ages,All Grades
2013,DC,District of Columbia,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,NV,Nevada,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,FL,Florida,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,NC,North Carolina,E-  Adults,Overall,All Races,All Ages,All Grades
2011-2012,IN,Indiana,  Adults,Overall,Hispanic,All Ages,All Grades
2016,ND,North Dakota,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,GU,Guam,  Adults,Female,All Races,All Ages,All Grades
2017,TX,Texas,  Adults,Overall,All Races,All Ages,All Grades
2012,MS,Mississippi,  Adults,Overall,All Races,All Ages,All Grades
2014-2015,RI,Rhode Island,  Adults,Overall,African American,All Ages,All Grades
2014,AK,Alaska,  Adults,Overall,All Races,All Ages,All Grades
2011,KY,Kentucky,  Adults,Male,All Races,All Ages,All Grades
2011,LA,Louisiana,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2013,OR,Oregon,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2017,TX,Texas,E-  Adults,Female,All Races,All Ages,All Grades
2019,GU,Guam,  Adults,Overall,White,All Ages,All Grades
2011-2012,OR,Oregon,  Adults,Overall,Hispanic,All Ages,All Grades
2012,NY,New York,  Adults,Male,All Races,All Ages,All Grades
2017,WI,Wisconsin,E-  Adults,Overall,All Races,18 to 24 Years,All Grades
2011,IN,Indiana,  Adults,Male,All Races,All Ages,All Grades
2014,TN,Tennessee,  Adults,Overall,All Races,25 to 44 Years,All Grades
